экран,кнопка,название,действие,настройка,текст_или_цель,заметка
БАЗА,K4,Приёмы,Text,System → Text,"# БАЗА ЗНАНИЙ — ПРИЁМЫ

Тема:
[указать]

Проверь:
- найдено в базе знаний: да / нет / частично;
- источники;
- подтверждённые утверждения;
- слабые или неподтверждённые утверждения;
- уверенность;
- что отправить на дополнительную проверку;
- следующий шаг.

Не придумывай данные, если в базе не найдено.",
БАЗА,K5,Рамки,Text,System → Text,"# БАЗА ЗНАНИЙ — РАМКИ

Тема:
[указать]

Проверь:
- найдено в базе знаний: да / нет / частично;
- источники;
- подтверждённые утверждения;
- слабые или неподтверждённые утверждения;
- уверенность;
- что отправить на дополнительную проверку;
- следующий шаг.

Не придумывай данные, если в базе не найдено.",
БАЗА,K6,Понятия,Text,System → Text,"# БАЗА ЗНАНИЙ — ПОНЯТИЯ

Тема:
[указать]

Проверь:
- найдено в базе знаний: да / нет / частично;
- источники;
- подтверждённые утверждения;
- слабые или неподтверждённые утверждения;
- уверенность;
- что отправить на дополнительную проверку;
- следующий шаг.

Не придумывай данные, если в базе не найдено.",
БАЗА,K7,Порядки,Text,System → Text,"# БАЗА ЗНАНИЙ — ПОРЯДКИ

Тема:
[указать]

Проверь:
- найдено в базе знаний: да / нет / частично;
- источники;
- подтверждённые утверждения;
- слабые или неподтверждённые утверждения;
- уверенность;
- что отправить на дополнительную проверку;
- следующий шаг.

Не придумывай данные, если в базе не найдено.",
БАЗА,K8,Маршрут,Text,System → Text,"# БАЗА ЗНАНИЙ — МАРШРУТ

Тема:
[указать]

Проверь:
- найдено в базе знаний: да / нет / частично;
- источники;
- подтверждённые утверждения;
- слабые или неподтверждённые утверждения;
- уверенность;
- что отправить на дополнительную проверку;
- следующий шаг.

Не придумывай данные, если в базе не найдено.",
БАЗА,K9,Уверенн.,Text,System → Text,"# БАЗА ЗНАНИЙ — УВЕРЕНН.

Тема:
[указать]

Проверь:
- найдено в базе знаний: да / нет / частично;
- источники;
- подтверждённые утверждения;
- слабые или неподтверждённые утверждения;
- уверенность;
- что отправить на дополнительную проверку;
- следующий шаг.

Не придумывай данные, если в базе не найдено.",
БАЗА,K10,Проверка,Text,System → Text,"# БАЗА ЗНАНИЙ — ПРОВЕРКА

Тема:
[указать]

Проверь:
- найдено в базе знаний: да / нет / частично;
- источники;
- подтверждённые утверждения;
- слабые или неподтверждённые утверждения;
- уверенность;
- что отправить на дополнительную проверку;
- следующий шаг.

Не придумывай данные, если в базе не найдено.",
БАЗА,K11,Манифест,Website,System → Website,https://github.com/sergstack/AI-OS/blob/main/MANIFEST.json,
БАЗА,K12,Поиск,Text,System → Text,"# БАЗА ЗНАНИЙ — ПОИСК

Тема:
[указать]

Проверь:
- найдено в базе знаний: да / нет / частично;
- источники;
- подтверждённые утверждения;
- слабые или неподтверждённые утверждения;
- уверенность;
- что отправить на дополнительную проверку;
- следующий шаг.

Не придумывай данные, если в базе не найдено.",
БАЗА,K13,Добавить,Text,System → Text,"# БАЗА ЗНАНИЙ — ДОБАВИТЬ

Тема:
[указать]

Проверь:
- найдено в базе знаний: да / нет / частично;
- источники;
- подтверждённые утверждения;
- слабые или неподтверждённые утверждения;
- уверенность;
- что отправить на дополнительную проверку;
- следующий шаг.

Не придумывай данные, если в базе не найдено.",
БАЗА,K14,Источник,Text,System → Text,"# БАЗА ЗНАНИЙ — ИСТОЧНИК

Тема:
[указать]

Проверь:
- найдено в базе знаний: да / нет / частично;
- источники;
- подтверждённые утверждения;
- слабые или неподтверждённые утверждения;
- уверенность;
- что отправить на дополнительную проверку;
- следующий шаг.

Не придумывай данные, если в базе не найдено.",
БАЗА,K15,Не найдено,Text,System → Text,"# БАЗА ЗНАНИЙ — НЕ НАЙДЕНО

Тема:
[указать]

Проверь:
- найдено в базе знаний: да / нет / частично;
- источники;
- подтверждённые утверждения;
- слабые или неподтверждённые утверждения;
- уверенность;
- что отправить на дополнительную проверку;
- следующий шаг.

Не придумывай данные, если в базе не найдено.",
СИСТЕМА,K1,⬆ НАЗАД,Navigation Back,штатный возврат из папки,Built-in folder back,
СИСТЕМА,K2,ChatGPT,Website,System → Website,https://chatgpt.com,
СИСТЕМА,K3,Obsidian,Website/Open,System → Website / Open,<OBSIDIAN_AI_OS_URI>,
СИСТЕМА,K4,Things,Website/Open,System → Website / Open,<THINGS_INBOX_URI>,
